string_id,combiner_device_id,combiner_name_long,module_equipment_id,modules_per_string,strings_per_combiner,racking_equipment_id,racking_device_id,racking_controls_gcr,dc_line_to_combiner_stc,dc_line_to_inverter_stc,pcs_module_device_id,pcs_device_id,pcs_name_short,pcs_equipment_id,transformer_device_id,transformer_equipment_id,block_device_id,circuit_device_id,met_name
1204,1607,90.05,2,6,72,2,-999,0.415,1.14,0.13,,210,90,0,210,0,116,,10
1205,1608,90.06,2,6,98,2,-999,0.415,2.43,0.17,,210,90,0,210,0,116,,10
1206,1609,90.07,2,6,98,2,-999,0.415,2.43,0.14,,210,90,0,210,0,116,,10
1207,1610,90.08,2,6,98,2,-999,0.415,2.43,0.11,,210,90,0,210,0,116,,10
1208,1611,90.09,2,6,98,2,-999,0.415,2.43,0.06,,210,90,0,210,0,116,,10
1209,1612,90.1,2,6,98,2,-999,0.415,2.43,0.05,,210,90,0,210,0,116,,10
1210,1613,90.11,2,6,98,2,-999,0.415,2.43,0.04,,210,90,0,210,0,116,,10
1211,1614,90.12,2,6,112,2,-999,0.415,2.43,0.1,,210,90,0,210,0,116,,10
1212,1615,90.13,2,6,110,2,-999,0.415,2.43,0.13,,210,90,0,210,0,116,,10
1213,1616,90.14,2,6,108,2,-999,0.415,2.15,0.18,,210,90,0,210,0,116,,10
1214,1617,91.01,2,6,72,2,-999,0.415,1.14,0.16,,211,91,0,211,0,117,,10
1215,1618,91.02,2,6,72,2,-999,0.415,1.14,0.13,,211,91,0,211,0,117,,10
1216,1619,91.03,2,6,96,2,-999,0.415,1.14,0.11,,211,91,0,211,0,117,,10
1217,1620,91.04,2,6,96,2,-999,0.415,1.14,0.07,,211,91,0,211,0,117,,10
1218,1621,91.05,2,6,96,2,-999,0.415,1.14,0.09,,211,91,0,211,0,117,,10
1219,1622,91.06,2,6,96,2,-999,0.415,1.14,0.15,,211,91,0,211,0,117,,10
1220,1623,91.07,2,6,72,2,-999,0.415,1.14,0.16,,211,91,0,211,0,117,,10
1221,1624,91.08,2,6,90,2,-999,0.415,2.15,0.16,,211,91,0,211,0,117,,10
1222,1625,91.09,2,6,90,2,-999,0.415,1.91,0.13,,211,91,0,211,0,117,,10
1223,1626,91.1,2,6,90,2,-999,0.415,1.91,0.1,,211,91,0,211,0,117,,10
1224,1627,91.11,2,6,86,2,-999,0.415,1.91,0.06,,211,91,0,211,0,117,,10
1225,1628,91.12,2,6,112,2,-999,0.415,1.7,0.04,,211,91,0,211,0,117,,10
1226,1629,91.13,2,6,112,2,-999,0.415,1.63,0.08,,211,91,0,211,0,117,,10
1227,1630,91.14,2,6,112,2,-999,0.415,1.63,0.15,,211,91,0,211,0,117,,10
1228,1631,91.15,2,6,84,2,-999,0.415,1.63,0.16,,211,91,0,211,0,117,,10
1229,1632,92.01,2,6,72,2,-999,0.415,1.14,0.17,,212,92,0,212,0,118,,10
1230,1633,92.02,2,6,96,2,-999,0.415,1.14,0.17,,212,92,0,212,0,118,,10
1231,1634,92.03,2,6,96,2,-999,0.415,1.14,0.11,,212,92,0,212,0,118,,10
1232,1635,92.04,2,6,96,2,-999,0.415,1.14,0.07,,212,92,0,212,0,118,,10
1233,1636,92.05,2,6,96,2,-999,0.415,1.14,0.1,,212,92,0,212,0,118,,10
1234,1637,92.06,2,6,96,2,-999,0.415,1.14,0.15,,212,92,0,212,0,118,,10
1235,1638,92.07,2,6,72,2,-999,0.415,1.14,0.16,,212,92,0,212,0,118,,10
1236,1639,92.08,2,6,84,2,-999,0.415,1.63,0.18,,212,92,0,212,0,118,,10
1237,1640,92.09,2,6,112,2,-999,0.415,1.63,0.17,,212,92,0,212,0,118,,10
1238,1641,92.1,2,6,112,2,-999,0.415,1.63,0.1,,212,92,0,212,0,118,,10
1239,1642,92.11,2,6,112,2,-999,0.415,1.63,0.04,,212,92,0,212,0,118,,10
1240,1643,92.12,2,6,112,2,-999,0.415,1.63,0.08,,212,92,0,212,0,118,,10
1241,1644,92.13,2,6,112,2,-999,0.415,1.63,0.15,,212,92,0,212,0,118,,10
1242,1645,92.14,2,6,108,2,-999,0.415,1.5,0.21,,212,92,0,212,0,118,,10
1243,1646,93.01,2,6,72,2,-999,0.415,1.14,0.21,,213,93,0,213,0,119,,10
1244,1647,93.02,2,6,72,2,-999,0.415,1.14,0.17,,213,93,0,213,0,119,,10
1245,1648,93.03,2,6,96,2,-999,0.415,1.14,0.17,,213,93,0,213,0,119,,10
1246,1649,93.04,2,6,96,2,-999,0.415,1.14,0.11,,213,93,0,213,0,119,,10
1247,1650,93.05,2,6,96,2,-999,0.415,1.14,0.07,,213,93,0,213,0,119,,10
1248,1651,93.06,2,6,96,2,-999,0.415,1.14,0.1,,213,93,0,213,0,119,,10
1249,1652,93.07,2,6,96,2,-999,0.415,1.14,0.15,,213,93,0,213,0,119,,10
1250,1653,93.08,2,6,96,2,-999,0.415,1.14,0.21,,213,93,0,213,0,119,,10
1251,1654,93.09,2,6,72,2,-999,0.415,1.14,0.21,,213,93,0,213,0,119,,10
1252,1655,93.1,2,6,78,2,-999,0.415,1.36,0.19,,213,93,0,213,0,119,,10
1253,1656,93.11,2,6,100,2,-999,0.415,1.25,0.18,,213,93,0,213,0,119,,10
1254,1657,93.12,2,6,96,2,-999,0.415,1.14,0.11,,213,93,0,213,0,119,,10
1255,1658,93.13,2,6,98,2,-999,0.415,0.85,0.04,,213,93,0,213,0,119,,10
1256,1659,93.14,2,6,98,2,-999,0.415,0.85,0.11,,213,93,0,213,0,119,,10
1257,1660,93.15,2,6,98,2,-999,0.415,0.85,0.22,,213,93,0,213,0,119,,10
1258,1661,94.01,2,6,96,2,-999,0.415,1.14,0.33,,214,94,0,214,0,120,,10
1259,1662,94.02,2,6,96,2,-999,0.415,1.14,0.33,,214,94,0,214,0,120,,10
1260,1663,94.03,2,6,96,2,-999,0.415,1.14,0.33,,214,94,0,214,0,120,,10
1261,1664,94.04,2,6,96,2,-999,0.415,1.14,0.15,,214,94,0,214,0,120,,10
1262,1665,94.05,2,6,96,2,-999,0.415,1.14,0.33,,214,94,0,214,0,120,,10
1263,1666,94.06,2,6,96,2,-999,0.415,1.14,0.06,,214,94,0,214,0,120,,10
1264,1667,94.07,2,6,96,2,-999,0.415,1.14,0.31,,214,94,0,214,0,120,,10
1265,1668,94.08,2,6,96,2,-999,0.415,1.14,0.18,,214,94,0,214,0,120,,10
1266,1669,94.09,2,6,96,2,-999,0.415,1.14,0.24,,214,94,0,214,0,120,,10
1267,1670,94.1,2,6,104,2,-999,0.415,0.94,0.34,,214,94,0,214,0,120,,10
1268,1671,94.11,2,6,112,2,-999,0.415,0.85,0.31,,214,94,0,214,0,120,,10
1269,1672,94.12,2,6,110,2,-999,0.415,0.66,0.17,,214,94,0,214,0,120,,10
1270,1673,94.13,2,6,90,2,-999,0.415,0.43,0.04,,214,94,0,214,0,120,,10
1271,1674,94.14,2,6,90,2,-999,0.415,0.43,0.15,,214,94,0,214,0,120,,10
