,Combiner Box Schedule,Parallel Source Circuit Detail,# of PV Modules Per PV Source Circuit,# Of PV Source Circuits Per Parallel Source Circuit,1500 VDC Fuse Rating Per PV Source Circuit (A),# Of Parallel Source Circuits Per Combiner Box,1500 VDC Fuse Rating Per Parallel Source Circuit Harness (A),# Of PV Source Circuits Per Combiner Box,Average PV Module Power (W),# Of PV Modules Per Combiner Box,Combiner Box Power (kW),DC/AC Ratio (Based on 3600kW Nominal),1500 VDC Fuse Rating Per PV Combiner Output (A),DC Combiner Box Rating (A),PV Combiner Output Conductor Size and Type,Maximum Voltage (V),Operating Voltage (V),Max. Short Circuit Current (A),Operating Current (A),CB Length (ft),Power Loss From Combiner To Inverter,Power Loss Percentage From Combiner To Inverter,Power Loss Percentage From Average Harness To Combiner,Total
2,85.03,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,456.03,1580.35,0.50%,1.63%,2.12%
3,85.04,A,6,14,5,6,55,108,475,648,307.8,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,360,268,392.03,1263.25,0.41%,1.50%,1.91%
4,85.04,B,6,12,5,2,55,108,475,648,307.8,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,360,268,392.03,1263.25,0.41%,1.50%,1.91%
5,85.05,A,6,14,5,4,55,104,475,624,296.4,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,328.03,980.17,0.33%,1.36%,1.69%
6,85.05,B,6,12,5,4,55,104,475,624,296.4,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,328.03,980.17,0.33%,1.36%,1.69%
7,85.06,A,6,14,5,4,55,102,475,612,290.7,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,340,253,264.03,758.89,0.26%,1.31%,1.57%
8,85.07,A,6,14,5,4,55,96,475,576,273.6,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,200.03,509.28,0.19%,1.14%,1.32%
9,85.07,B,6,12,5,3,55,96,475,576,273.6,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,200.03,509.28,0.19%,1.14%,1.32%
10,85.07,C,6,10,5,1,55,96,475,576,273.6,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,200.03,509.28,0.19%,1.14%,1.32%
11,85.07,A,6,14,5,4,55,96,475,576,273.6,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,200.03,509.28,0.19%,1.14%,1.32%
12,85.08,C,6,10,5,4,55,90,475,540,256.5,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,136.03,304.40,0.12%,0.96%,1.08%
13,85.08,A,6,14,5,5,55,90,475,540,256.5,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,136.03,304.40,0.12%,0.96%,1.08%
14,85.08,C,6,10,5,2,55,90,475,540,256.5,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,136.03,304.40,0.12%,0.96%,1.08%
15,85.09,A,6,14,5,7,55,98,475,588,279.3,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,40.03,106.21,0.04%,0.85%,0.89%
16,85.1,A,6,14,5,7,55,98,475,588,279.3,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,117.97,313.00,0.11%,0.85%,0.96%
17,85.11,A,6,14,5,7,55,98,475,588,279.3,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,229.97,610.16,0.22%,0.85%,1.07%
18,85.12,A,6,14,5,7,55,98,475,588,279.3,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,341.97,907.33,0.32%,0.85%,1.17%
19,85.13,A,6,14,5,7,55,98,475,588,279.3,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,453.97,1204.49,0.43%,0.85%,1.28%
0,86.01,C,6,10,5,8,55,80,475,480,228,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,267,198,641.73,1134.63,0.50%,0.56%,1.06%
1,86.02,C,6,10,5,10,55,100,475,600,285,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,334,248,578.73,1598.82,0.56%,0.82%,1.38%
2,86.03,B,6,12,5,4,55,88,475,528,250.8,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,448.29,959.06,0.38%,0.97%,1.35%
3,86.03,C,6,10,5,4,55,88,475,528,250.8,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,448.29,959.06,0.38%,0.97%,1.35%
4,86.04,A,6,14,5,1,55,90,475,540,256.5,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,641.82,1436.22,0.56%,1.01%,1.57%
5,86.04,B,6,12,5,3,55,90,475,540,256.5,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,641.82,1436.22,0.56%,1.01%,1.57%
6,86.04,C,6,10,5,4,55,90,475,540,256.5,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,641.82,1436.22,0.56%,1.01%,1.57%
7,86.05,A,6,14,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,641.82,1634.10,0.60%,1.14%,1.74%
8,86.05,C,6,10,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,641.82,1634.10,0.60%,1.14%,1.74%
9,86.06,A,6,14,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,641.82,1634.10,0.60%,1.14%,1.74%
10,86.07,A,6,14,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,641.82,1634.10,0.60%,1.14%,1.74%
11,86.07,C,6,10,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,641.82,1634.10,0.60%,1.14%,1.74%
12,86.07,A,6,14,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,641.82,1634.10,0.60%,1.14%,1.74%
13,86.08,C,6,10,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,78.51,199.89,0.07%,1.14%,1.21%
14,86.08,A,6,14,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,78.51,199.89,0.07%,1.14%,1.21%
15,86.08,C,6,10,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,78.51,199.89,0.07%,1.14%,1.21%
16,86.09,A,6,14,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,79.49,202.38,0.07%,1.14%,1.21%
17,86.09,C,6,10,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,79.49,202.38,0.07%,1.14%,1.21%
18,86.1,A,6,14,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,143.49,365.33,0.13%,1.14%,1.27%
19,86.1,C,6,10,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,143.49,365.33,0.13%,1.14%,1.27%
20,86.11,A,6,14,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,207.49,528.28,0.19%,1.14%,1.33%
21,86.11,C,6,10,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,207.49,528.28,0.19%,1.14%,1.33%
22,86.12,A,6,14,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,271.49,691.22,0.25%,1.14%,1.39%
23,86.12,C,6,10,5,4,55,96,475,576,273.6,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,271.49,691.22,0.25%,1.14%,1.39%
24,86.13,A,6,14,5,2,55,84,475,504,239.4,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,63.30,123.39,0.05%,0.63%,0.68%
25,86.13,B,6,12,5,3,55,84,475,504,239.4,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,63.30,123.39,0.05%,0.63%,0.68%
26,86.14,C,6,10,5,2,55,84,475,504,239.4,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,159.30,310.53,0.13%,0.85%,0.98%
27,86.14,A,6,14,5,6,55,84,475,504,239.4,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,159.30,310.53,0.13%,0.85%,0.98%
28,86.15,A,6,14,5,5,55,90,475,540,256.5,1.10,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,255.30,571.29,0.22%,0.96%,1.19%
0,87.01,A,6,14,5,3,55,72,475,432,205.2,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,240,179,214.81,307.64,0.15%,1.14%,1.29%
1,87.02,C,6,10,5,3,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,151.81,386.51,0.14%,1.14%,1.28%
2,87.02,A,6,14,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,151.81,386.51,0.14%,1.14%,1.28%
3,87.02,C,6,10,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,151.81,386.51,0.14%,1.14%,1.28%
4,87.03,A,6,14,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,87.81,223.57,0.08%,1.14%,1.22%
5,87.03,C,6,10,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,87.81,223.57,0.08%,1.14%,1.22%
6,87.04,A,6,14,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,70.19,178.71,0.07%,1.14%,1.20%
7,87.04,C,6,10,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,70.19,178.71,0.07%,1.14%,1.20%
8,87.05,A,6,14,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,134.19,341.65,0.12%,1.14%,1.26%
9,87.06,A,6,14,5,4,55,72,475,432,205.2,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,240,179,198.19,283.84,0.14%,1.14%,1.28%
10,87.06,C,6,10,5,4,55,72,475,432,205.2,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,240,179,198.19,283.84,0.14%,1.14%,1.28%
11,87.06,A,6,14,5,3,55,72,475,432,205.2,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,240,179,198.19,283.84,0.14%,1.14%,1.28%
12,87.07,C,6,10,5,3,55,112,475,672,319.2,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,151.00,523.28,0.16%,1.63%,1.79%
13,87.07,A,6,14,5,8,55,112,475,672,319.2,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,151.00,523.28,0.16%,1.63%,1.79%
14,87.08,A,6,14,5,6,55,104,475,624,296.4,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,104.00,310.76,0.10%,1.82%,1.92%
15,87.08,C,6,10,5,2,55,104,475,624,296.4,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,104.00,310.76,0.10%,1.82%,1.92%
16,87.09,A,6,14,5,8,55,112,475,672,319.2,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,56.00,194.06,0.06%,2.43%,2.49%
17,87.1,A,6,14,5,8,55,112,475,672,319.2,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,38.00,131.69,0.04%,2.43%,2.47%
18,87.11,A,6,14,5,8,55,112,475,672,319.2,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,70.00,242.58,0.08%,2.43%,2.51%
19,87.12,A,6,14,5,7,55,98,475,588,279.3,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,118.00,313.08,0.11%,2.43%,2.55%
20,87.13,A,6,14,5,7,55,98,475,588,279.3,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,150.00,397.98,0.14%,2.43%,2.58%
21,87.14,A,6,14,5,7,55,98,475,588,279.3,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,182.00,482.89,0.17%,2.43%,2.61%
0,88.01,A,6,14,5,3,55,72,475,432,205.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,240,179,206.81,296.18,0.14%,1.14%,1.28%
1,88.01,C,6,10,5,3,55,72,475,432,205.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,240,179,206.81,296.18,0.14%,1.14%,1.28%
2,88.02,A,6,14,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,143.81,366.15,0.13%,1.14%,1.27%
3,88.02,C,6,10,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,143.81,366.15,0.13%,1.14%,1.27%
4,88.03,A,6,14,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,79.81,203.20,0.07%,1.14%,1.21%
5,88.03,C,6,10,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,79.81,203.20,0.07%,1.14%,1.21%
6,88.04,A,6,14,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,78.19,199.07,0.07%,1.14%,1.21%
7,88.04,C,6,10,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,78.19,199.07,0.07%,1.14%,1.21%
8,88.05,A,6,14,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,142.19,362.02,0.13%,1.14%,1.27%
9,88.05,C,6,10,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,142.19,362.02,0.13%,1.14%,1.27%
10,88.06,A,6,14,5,3,55,72,475,432,205.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,240,179,206.19,295.29,0.14%,1.14%,1.28%
11,88.06,C,6,10,5,3,55,72,475,432,205.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,240,179,206.19,295.29,0.14%,1.14%,1.28%
12,88.07,A,6,14,5,7,55,98,475,588,279.3,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,159.00,421.86,0.15%,2.43%,2.58%
13,88.08,A,6,14,5,7,55,98,475,588,279.3,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,128.00,339.61,0.12%,2.43%,2.56%
14,88.09,A,6,14,5,8,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,96.00,332.68,0.10%,2.43%,2.54%
15,88.1,A,6,14,5,8,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,48.00,166.34,0.05%,2.43%,2.49%
16,88.11,A,6,14,5,8,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,46.00,159.41,0.05%,2.43%,2.48%
17,88.12,A,6,14,5,8,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,78.00,270.30,0.08%,2.43%,2.52%
18,88.13,A,6,14,5,7,55,98,475,588,279.3,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,126.00,334.31,0.12%,2.43%,2.55%
19,88.14,A,6,14,5,7,55,98,475,588,279.3,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,158.00,419.21,0.15%,2.43%,2.58%
0,89.01,A,6,14,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,166.81,424.70,0.16%,1.14%,1.29%
1,89.02,C,6,10,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,103.81,264.30,0.10%,1.14%,1.23%
2,89.02,A,6,14,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,103.81,264.30,0.10%,1.14%,1.23%
3,89.02,C,6,10,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,103.81,264.30,0.10%,1.14%,1.23%
4,89.03,A,6,14,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,70.19,178.71,0.07%,1.14%,1.20%
5,89.03,C,6,10,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,70.19,178.71,0.07%,1.14%,1.20%
6,89.04,A,6,14,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,118.19,300.92,0.11%,1.14%,1.25%
7,89.04,C,6,10,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,118.19,300.92,0.11%,1.14%,1.25%
8,89.05,A,6,14,5,4,55,96,475,576,273.6,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,182.19,463.86,0.17%,1.14%,1.31%
9,89.06,A,6,14,5,4,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,167.00,578.73,0.18%,2.43%,2.61%
10,89.06,C,6,10,5,4,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,167.00,578.73,0.18%,2.43%,2.61%
11,89.06,A,6,14,5,8,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,167.00,578.73,0.18%,2.43%,2.61%
12,89.07,A,6,14,5,8,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,136.00,471.30,0.15%,2.43%,2.58%
13,89.08,A,6,14,5,8,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,88.00,304.96,0.10%,2.43%,2.53%
14,89.09,A,6,14,5,8,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,40.00,138.62,0.04%,2.43%,2.48%
15,89.1,A,6,14,5,8,55,112,475,672,319.2,1.08,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,38.00,131.69,0.04%,2.43%,2.47%
0,90.01,A,6,14,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,190.81,485.81,0.18%,1.14%,1.32%
1,90.01,C,6,10,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,190.81,485.81,0.18%,1.14%,1.32%
2,90.02,A,6,14,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,127.81,325.41,0.12%,1.14%,1.26%
3,90.02,C,6,10,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,127.81,325.41,0.12%,1.14%,1.26%
4,90.03,A,6,14,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,63.81,162.46,0.06%,1.14%,1.20%
5,90.03,C,6,10,5,4,55,96,475,576,273.6,1.09,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,63.81,162.46,0.06%,1.14%,1.20%
